Item,BIB ID,Title,Author,Call Number,Number of Loans in 2020,Notes,URL in HKPL online catalogue
38,3371730,Charlotte's web ,"White,  E. B. (Elwyn Brooks)",JF WHI,535 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3371730
39,3467795,Rosalie the Rapunzel fairy (Rainbow magic. The storybook fairies) ,"Meadows,  Daisy",JF MEA,513 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3467795
40,3156234,The magic finger ,"Dahl,  Roald",JF DAH,504 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3156234
41,3403254,Alyssa the snow queen fairy (Rainbow magic) ,"Meadows,  Daisy",JF MEA,498 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3403254
42,2346063,Alice's adventures in Wonderland ,"Carroll,  Lewis",JF CAR,490 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:2346063
43,2911417,The tales of Beedle the Bard ,"Rowling,  J. K.",JF ROW,490 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:2911417
44,3542726,The secret garden ,"Burnett,  Frances Hodgson",JF BUR,487 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3542726
45,2908074,Noddy goes to Toyland (Noddy)  ,"Blyton,  Enid",JF BLY,445 ,[1] [2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:2908074
46,3525741,Alexandra the royal baby fairy (Rainbow magic. early readers)  ,"Meadows,  Daisy",JF MEA,443 ,[1] [2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3525741
47,3433464,The world's worst children ,"Walliams,  David",JF WAL,431 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3433464
48,3552430,Little women ,"Alcott,  Louisa May",JF ALC,415 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3552430
49,3470721,"Horrid Henry's swimming lesson (Early reader, Horrid Henry) ","Simon,  Francesca",JF SIM,401 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3470721
50,3533906,Mac undercover (Kid Spy) ,"Barnett,  Mac",JF BAR,390 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3533906
51,3535464,9 from the Nine Worlds (Magnus Chase series) ,"Riordan,  Rick",YF RIO,371 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3535464
52,3305413,Number the stars ,"Lowry,  Lois",JF LOW,371 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3305413
53,3499387,"Judy Moody and friends : Judy Moody, tooth fairy ","McDonald,  Megan",JF MACD,370 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3499387
54,2948383,The hunger games (Hunger Games) ,"Collins,  Suzanne",YF COL,369 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:2948383
55,3017088,The lightning thief (Percy Jackson & the Olympians) ,"Riordan,  Rick",YF RIO,368 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3017088
56,3113746,The maze runner (Maze runner series) ,"Dashner,  James",YF DAS,363 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3113746
57,3289603,The fairies' birthday surprise (Rainbow magic. Scholastic reader. Level 2) ,"Meadows,  Daisy",JF MEA,362 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3289603
58,3221919,The Wizard of Oz / The wonderful Wizard of Oz ,"Baum,  L. Frank (Lyman Frank)",JF BAU,362 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3221919
59,3485093,The Ship of the Dead (Magnus Chase and the gods of Asgard) ,"Riordan,  Rick",JF RIO,360 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3485093
60,3487805,"Lila and Myla, the twins fairies (Rainbow magic special edition) ","Meadows,  Daisy",JF MEA,354 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3487805
61,3503808,Bad dad ,"Walliams,  David",JF WAL,352 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3503808
62,3509819,Peanuts 5-minute stories ,"Schulz,  Charles M. (Charles Monroe)",JF SCH,348 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3509819
63,3409381,Fantastic beasts & where to find them ,"Rowling,  J. K.",JF ROW,344 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3409381
64,3378429,A Christmas carol in prose : being a ghost story of Christmas ,"Dickens,  Charles",JF DIC,343 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3378429
65,3472691,Miss Daisy is still crazy! (My weirdest school) ,"Gutman,  Dan",JF GUT,337 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3472691
66,3531720,Martha the doctor fairy (Rainbow magic. The helping fairies) ,"Meadows,  Daisy",JF MEA,335 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3531720
67,3336057,Demon dentist ,"Walliams,  David",JF WAL,333 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3336057
68,3215095,Miss Child has gone wild! (My weirder school) ,"Gutman,  Dan",JF GUT,332 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3215095
69,3506152,Billy and the Minpins ,"Dahl,  Roald",JF DAH,330 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3506152
70,3202714,The fault in our stars ,"Green,  John",YF GRE,330 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3202714
71,3348238,The giver ,"Lowry,  Lois",JF LOW,330 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3348238
72,3399539,The adventures of the wishing chair ,"Blyton,  Enid",JF BLY,325 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3399539
73,3467549,The girl who drank the moon ,"Barnhill,  Kelly Regan",JF BAR,321 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3467549
74,3339808,Gangsta granny ,"Walliams,  David",JF WAL,316 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3339808
75,2708988,The book thief ,"Zusak,  Markus",YF ZUS,316 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:2708988
76,3331963,Freckle juice ,"Blume,  Judy",JF BLU,315 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3331963
77,3387667,Monkey me and the golden monkey (Monkey me. Branches) ,"Roland,  Timothy",JF ROL,313 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3387667
78,3416906,Auggie & me : three Wonder stories ,"Palacio,  R. J.",JF PAL,310 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3416906
79,3528530,Poke?mon : race to danger (Poke?mon)  ,"West,  Tracey",JF WES,308 ,[1] [2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3528530
80,3442194,The brilliant world of Tom Gates (Tom Gates)  ,"Pichon,  Liz",JF PIC,301 ,[1] [2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3442194
81,3501668,My weird school goes to the museum (My weird school.) ,"Gutman,  Dan",JF GUT,299 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3501668
82,3558857,The castle crime (A to Z mysteries. Super Edition) ,"Roy,  Ron",JF ROY,299 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3558857
83,3449602,The Midnight Gang ,"Walliams,  David",JF WAL,299 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3449602
84,3381657,The Pitt Street pirates (4u2read) ,"Deary,  Terry",JF DEA,297 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3381657
85,3545338,Lost stars (Warriors. the broken code) ,"Hunter,  Erin",JF HUN,295 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3545338
86,3355313,Awful auntie ,"Walliams,  David",JF WAL,294 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3355313
87,3438072,Demigods & Magicians ,"Riordan,  Rick",JF RIO,290 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3438072
88,3406247,Treasure Island (Usborne illustrated originals)  ,"Stevenson,  Robert Louis",JF STE,287 ,[1] [2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3406247
89,3494062,Peter Pan ,"Barrie,  J. M. (James Matthew)",JF BAR,285 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3494062
90,3349825,The blood of Olympus (Heroes of Olympus) ,"Riordan,  Rick",YF RIO,283 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3349825
91,3554069,Kensuke's kingdom ,"Morpurgo,  Michael",JF MOR,280 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3554069
92,3401948,A bear called Paddington ,"Bond,  Michael",JF BON,279 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3401948
93,3425942,House of robots (House of robots) ,"Patterson,  James",JF PAT,279 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3425942
94,3422869,Trouble at Trident Academy (Mermaid tales) ,"Dadey,  Debbie",JF DAD,279 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3422869
95,3484062,Laugh out loud ,"Patterson,  James",JF PAT,277 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3484062
96,3440099,Pet show prize (Secret Kingdom) ,"Banks,  Rosie (Children¡¦s fiction writer)",JF BAN,275 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3440099
97,3517040,Rainbow dash rights the ship (My little pony. Beyond Equestria) ,"Berrow,  G. M.",JF BER,275 ,[2],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3517040
98,3411690,The complete adventures of Charlie and Mr Willy Wonka ,"Dahl,  Roald",JF DAH,275 ,[1],https://webcat.hkpl.gov.hk/lib/item?id=chamo:3411690
99,3199061,The misadventures of Winnie the Witch ,"Owen,  Laura",JF OWE,273 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3199061
100,3348739,The Minpins ,"Dahl,  Roald",JF DAH,271 ,,https://webcat.hkpl.gov.hk/lib/item?id=chamo:3348739
,,,,,,,
,,,,,,,
Notes,,,,,,,
[1],Including books of different editions/years of publication of the same title (only the information of the first volume will be provided if the books were published with multiple volumes). ,,,,,,
[2],"For a series of books under the same title, only the information of the books with the highest circulation will be provided.",,,,,,
